show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s3738,TV Show,Title 3738,Director 53,Actor 115,Brazil,"September 18, 2025",2000,TV-MA,77 min,"Documentary, Drama",Description for title 3738
s3739,Movie,Title 3739,Director 103,Actor 22,"Japan, Brazil, Turkey","February 01, 2023",2010,G,123 min,"Drama, Romance, Comedy",Description for title 3739
s3740,TV Show,Title 3740,Director 85,Actor 97,"Spain, United Kingdom","October 02, 2025",2014,TV-G,2 Seasons,Fantasy,Description for title 3740
s3741,TV Show,Title 3741,Director 81,Actor 327,India,"October 14, 2019",2017,R,9 Seasons,"Drama, Romance, Documentary",Description for title 3741
s3742,TV Show,Title 3742,Director 60,Actor 396,Germany,"February 10, 2022",1995,TV-G,42 min,"Adventure, Horror, Drama",Description for title 3742
s3743,Movie,Title 3743,Director 86,Actor 406,"Canada, Netherlands, South Korea","December 27, 2025",1995,TV-PG,61 min,"Drama, Crime, Adventure",Description for title 3743
s3744,Movie,Title 3744,Director 1,Actor 312,"South Korea, Australia, India","August 22, 2021",2011,PG-13,48 min,Sci-Fi,Description for title 3744
s3745,Movie,Title 3745,Director 177,Actor 189,"United States, Netherlands, Spain","September 17, 2023",2004,R,12 Seasons,"Sci-Fi, Animation, Documentary",Description for title 3745
s3746,TV Show,Title 3746,Director 30,Actor 181,"India, Netherlands, United Kingdom","November 09, 2017",2022,TV-Y,13 Seasons,"Adventure, Horror",Description for title 3746
s3747,Movie,Title 3747,Director 32,Actor 147,"Canada, France","September 23, 2020",2006,PG-13,89 min,"Adventure, Romance",Description for title 3747
s3748,Movie,Title 3748,Director 79,Actor 341,"Canada, Australia","May 29, 2020",2001,TV-PG,78 min,Drama,Description for title 3748
s3749,TV Show,Title 3749,Director 10,Actor 494,"Mexico, Canada, Japan","June 21, 2019",2020,PG-13,51 min,Documentary,Description for title 3749
s3750,TV Show,Title 3750,Director 160,Actor 435,South Korea,"July 29, 2020",2023,TV-Y7,116 min,Sci-Fi,Description for title 3750
s3751,TV Show,Title 3751,Director 127,Actor 22,Australia,"January 10, 2021",2021,TV-Y7,3 Seasons,"Documentary, Horror",Description for title 3751
s3752,Movie,Title 3752,Director 134,Actor 104,Canada,"March 15, 2020",2012,TV-MA,2 Seasons,"Documentary, Animation",Description for title 3752
s3753,TV Show,Title 3753,Director 127,Actor 162,"Italy, France, Brazil","September 20, 2020",1994,NC-17,129 min,Romance,Description for title 3753
s3754,Movie,Title 3754,Director 30,Actor 66,"Turkey, Brazil, Canada","April 01, 2024",1991,TV-Y,4 Seasons,"Crime, Thriller",Description for title 3754
s3755,Movie,Title 3755,Director 175,Actor 289,"India, Brazil","September 17, 2022",2020,G,5 Seasons,Horror,Description for title 3755
s3756,Movie,Title 3756,Director 125,Actor 288,India,"January 15, 2018",2001,PG-13,5 Seasons,"Crime, Adventure",Description for title 3756
s3757,Movie,Title 3757,Director 46,Actor 45,"Mexico, Japan","April 13, 2023",2009,PG-13,55 min,Action,Description for title 3757
s3758,Movie,Title 3758,Director 180,Actor 80,"South Korea, Canada, United States","December 12, 2020",2003,PG,134 min,"Documentary, Comedy, Thriller",Description for title 3758
s3759,TV Show,Title 3759,Director 106,Actor 428,"United States, Brazil, Netherlands","August 05, 2018",2000,G,2 Seasons,Sci-Fi,Description for title 3759
s3760,Movie,Title 3760,Director 18,Actor 146,"Australia, India","August 12, 2019",2020,TV-PG,133 min,"Thriller, Comedy, Action",Description for title 3760
s3761,TV Show,Title 3761,Director 80,Actor 221,"India, Mexico, Brazil","February 10, 2023",2022,R,11 Seasons,"Documentary, Fantasy",Description for title 3761
s3762,Movie,Title 3762,Director 122,Actor 342,Australia,"May 25, 2018",2015,TV-G,68 min,"Action, Crime",Description for title 3762
s3763,Movie,Title 3763,Director 133,Actor 14,"South Korea, Turkey","June 10, 2022",1991,TV-Y7,160 min,"Comedy, Fantasy, Action",Description for title 3763
s3764,Movie,Title 3764,Director 106,Actor 378,"Turkey, France","March 08, 2023",2020,TV-Y,159 min,Adventure,Description for title 3764
s3765,Movie,Title 3765,Director 48,Actor 120,United Kingdom,"September 01, 2018",2016,G,120 min,"Animation, Romance, Crime",Description for title 3765
s3766,Movie,Title 3766,Director 72,Actor 77,"South Korea, Mexico","December 17, 2019",1994,PG-13,52 min,Romance,Description for title 3766
s3767,Movie,Title 3767,Director 49,Actor 321,"Germany, India","October 30, 2020",2000,NC-17,91 min,"Adventure, Sci-Fi, Drama",Description for title 3767
s3768,Movie,Title 3768,Director 80,Actor 294,"Mexico, Italy, France","June 23, 2020",2017,G,164 min,"Action, Fantasy, Animation",Description for title 3768
s3769,Movie,Title 3769,Director 94,Actor 240,"India, Germany","December 31, 2025",2005,G,156 min,"Comedy, Romance",Description for title 3769
s3770,Movie,Title 3770,Director 11,Actor 17,"Mexico, Japan, Germany","May 10, 2019",2015,TV-14,10 Seasons,"Animation, Romance, Crime",Description for title 3770
s3771,TV Show,Title 3771,Director 22,Actor 255,"Canada, Italy, Australia","February 07, 2024",2013,TV-PG,9 Seasons,"Adventure, Romance, Animation",Description for title 3771
s3772,Movie,Title 3772,Director 53,Actor 453,"India, South Korea","June 28, 2025",1993,G,157 min,Action,Description for title 3772
s3773,TV Show,Title 3773,Director 117,Actor 442,"Netherlands, Japan, Italy","May 29, 2025",2001,R,111 min,"Crime, Action",Description for title 3773
s3774,TV Show,Title 3774,Director 196,Actor 415,"Italy, France, Germany","November 22, 2023",2007,TV-G,111 min,"Comedy, Romance, Adventure",Description for title 3774
s3775,TV Show,Title 3775,Director 58,Actor 276,"Canada, France","April 03, 2023",2003,TV-PG,42 min,"Thriller, Comedy",Description for title 3775
s3776,TV Show,Title 3776,Director 163,Actor 423,Netherlands,"March 17, 2024",2006,TV-Y,135 min,Sci-Fi,Description for title 3776
s3777,Movie,Title 3777,Director 2,Actor 475,Japan,"December 05, 2022",2005,TV-G,2 Seasons,"Drama, Romance, Horror",Description for title 3777
s3778,TV Show,Title 3778,Director 57,Actor 26,"South Korea, France, India","December 09, 2023",2009,TV-Y,3 Seasons,"Action, Animation",Description for title 3778
s3779,TV Show,Title 3779,Director 182,Actor 1,United States,"March 11, 2021",2017,TV-G,2 Seasons,"Comedy, Adventure, Documentary",Description for title 3779
s3780,Movie,Title 3780,Director 56,Actor 352,"Spain, South Korea","October 13, 2025",1990,TV-Y7,73 min,"Animation, Drama, Fantasy",Description for title 3780
s3781,Movie,Title 3781,Director 144,Actor 463,"India, United States, Italy","April 17, 2024",2005,TV-PG,2 Seasons,Sci-Fi,Description for title 3781
s3782,Movie,Title 3782,Director 166,Actor 294,"Italy, South Korea, Brazil","April 18, 2025",1993,TV-MA,14 Seasons,Drama,Description for title 3782
s3783,TV Show,Title 3783,Director 89,Actor 469,"Germany, Italy, Turkey","March 09, 2018",2021,TV-PG,177 min,"Fantasy, Adventure, Documentary",Description for title 3783
s3784,TV Show,Title 3784,Director 195,Actor 311,"United Kingdom, Turkey, Brazil","March 19, 2022",2018,PG,1 Seasons,"Crime, Comedy",Description for title 3784
s3785,Movie,Title 3785,Director 54,Actor 362,"United Kingdom, United States","April 30, 2022",1997,NC-17,13 Seasons,Adventure,Description for title 3785
s3786,Movie,Title 3786,Director 44,Actor 382,"Australia, United Kingdom, Germany","October 28, 2018",1991,PG,12 Seasons,Action,Description for title 3786
s3787,Movie,Title 3787,Director 0,Actor 238,"Canada, Netherlands, Japan","July 06, 2020",2013,TV-Y,14 Seasons,"Fantasy, Horror, Documentary",Description for title 3787
s3788,Movie,Title 3788,Director 20,Actor 12,France,"June 26, 2019",2003,R,51 min,"Thriller, Comedy, Sci-Fi",Description for title 3788
s3789,TV Show,Title 3789,Director 20,Actor 381,"India, Canada, United Kingdom","November 07, 2023",1990,TV-G,9 Seasons,Documentary,Description for title 3789
s3790,Movie,Title 3790,Director 51,Actor 183,"Netherlands, Turkey, Spain","December 16, 2019",2022,TV-14,65 min,"Romance, Adventure",Description for title 3790
s3791,Movie,Title 3791,Director 81,Actor 193,"India, France, Germany","June 12, 2019",2000,R,56 min,"Crime, Comedy",Description for title 3791
s3792,Movie,Title 3792,Director 170,Actor 461,"United States, Germany","September 21, 2020",2009,TV-Y,168 min,"Sci-Fi, Animation, Drama",Description for title 3792
s3793,TV Show,Title 3793,Director 179,Actor 55,Australia,"April 25, 2020",2004,G,10 Seasons,"Drama, Horror, Adventure",Description for title 3793
s3794,Movie,Title 3794,Director 66,Actor 229,"Netherlands, Turkey","March 16, 2022",2017,R,10 Seasons,"Comedy, Thriller, Documentary",Description for title 3794
s3795,TV Show,Title 3795,Director 112,Actor 488,"Brazil, Australia, Japan","November 19, 2020",2010,R,9 Seasons,"Romance, Adventure",Description for title 3795
s3796,Movie,Title 3796,Director 43,Actor 27,"United States, Canada","July 26, 2023",2012,TV-Y,80 min,Animation,Description for title 3796
s3797,Movie,Title 3797,Director 159,Actor 319,Turkey,"November 13, 2024",1998,TV-G,11 Seasons,Comedy,Description for title 3797
s3798,Movie,Title 3798,Director 9,Actor 70,"United Kingdom, Australia, Brazil","March 12, 2024",2009,R,157 min,"Drama, Action, Adventure",Description for title 3798
s3799,Movie,Title 3799,Director 63,Actor 209,"Germany, United States, Australia","July 28, 2021",2006,R,9 Seasons,Drama,Description for title 3799
s3800,Movie,Title 3800,Director 68,Actor 447,Spain,"May 27, 2022",2004,PG-13,11 Seasons,"Fantasy, Documentary",Description for title 3800
s3801,TV Show,Title 3801,Director 67,Actor 183,"France, Mexico, Germany","November 24, 2017",1994,TV-MA,50 min,Action,Description for title 3801
s3802,TV Show,Title 3802,Director 27,Actor 424,"Germany, Turkey, United Kingdom","April 20, 2019",2022,TV-MA,155 min,"Romance, Fantasy, Thriller",Description for title 3802
s3803,TV Show,Title 3803,Director 180,Actor 374,"South Korea, United Kingdom","July 30, 2022",2019,TV-G,57 min,Thriller,Description for title 3803
s3804,Movie,Title 3804,Director 115,Actor 355,Brazil,"June 13, 2021",2005,TV-Y,8 Seasons,Drama,Description for title 3804
s3805,TV Show,Title 3805,Director 50,Actor 40,"United Kingdom, India, South Korea","September 02, 2025",2013,R,48 min,"Crime, Romance",Description for title 3805
s3806,Movie,Title 3806,Director 180,Actor 483,Japan,"January 31, 2023",2014,NC-17,1 Seasons,"Action, Sci-Fi, Drama",Description for title 3806
s3807,Movie,Title 3807,Director 3,Actor 491,"United States, India","June 30, 2023",2016,PG,85 min,"Animation, Horror",Description for title 3807
s3808,Movie,Title 3808,Director 78,Actor 259,India,"September 23, 2020",1994,TV-PG,5 Seasons,"Adventure, Thriller",Description for title 3808
s3809,Movie,Title 3809,Director 16,Actor 440,South Korea,"April 20, 2018",2010,TV-G,12 Seasons,"Documentary, Romance",Description for title 3809
s3810,TV Show,Title 3810,Director 107,Actor 413,Brazil,"August 01, 2025",1995,PG,3 Seasons,"Fantasy, Thriller, Action",Description for title 3810
s3811,Movie,Title 3811,Director 194,Actor 343,"France, India","September 28, 2018",1998,TV-G,91 min,"Comedy, Animation",Description for title 3811
s3812,Movie,Title 3812,Director 73,Actor 83,"Canada, France","October 12, 2024",2016,TV-Y,86 min,"Comedy, Adventure",Description for title 3812
s3813,Movie,Title 3813,Director 174,Actor 45,"Japan, Netherlands, Brazil","December 03, 2024",1990,G,6 Seasons,Comedy,Description for title 3813
s3814,Movie,Title 3814,Director 183,Actor 439,South Korea,"July 10, 2024",2019,TV-14,2 Seasons,"Crime, Action",Description for title 3814
s3815,Movie,Title 3815,Director 22,Actor 158,Canada,"February 22, 2019",2004,R,7 Seasons,Fantasy,Description for title 3815
s3816,Movie,Title 3816,Director 17,Actor 343,"Brazil, Turkey","May 29, 2024",2021,NC-17,1 Seasons,"Drama, Romance",Description for title 3816
s3817,TV Show,Title 3817,Director 128,Actor 6,"Japan, Turkey","April 03, 2018",2009,PG,14 Seasons,"Horror, Crime, Drama",Description for title 3817
s3818,TV Show,Title 3818,Director 34,Actor 473,Spain,"October 29, 2018",1993,TV-14,9 Seasons,"Documentary, Fantasy",Description for title 3818
s3819,Movie,Title 3819,Director 63,Actor 332,"Netherlands, Italy","July 31, 2022",2023,NC-17,167 min,"Romance, Sci-Fi, Horror",Description for title 3819
s3820,Movie,Title 3820,Director 185,Actor 437,Spain,"June 07, 2025",2009,G,51 min,"Documentary, Horror",Description for title 3820
s3821,Movie,Title 3821,Director 58,Actor 135,"Turkey, South Korea, Brazil","October 14, 2023",2017,PG,91 min,"Sci-Fi, Thriller",Description for title 3821
s3822,TV Show,Title 3822,Director 0,Actor 182,"Canada, India, Germany","November 29, 2020",2014,G,63 min,"Comedy, Romance, Drama",Description for title 3822
s3823,Movie,Title 3823,Director 130,Actor 196,"Brazil, France, United Kingdom","May 24, 2021",2000,TV-MA,162 min,Thriller,Description for title 3823
s3824,Movie,Title 3824,Director 66,Actor 171,"Germany, France","February 08, 2020",1997,PG,150 min,Crime,Description for title 3824
s3825,Movie,Title 3825,Director 36,Actor 396,Italy,"November 07, 2021",2023,TV-MA,48 min,Adventure,Description for title 3825
s3826,Movie,Title 3826,Director 28,Actor 348,"Mexico, Brazil","April 30, 2021",2016,TV-MA,74 min,"Horror, Crime, Adventure",Description for title 3826
s3827,Movie,Title 3827,Director 88,Actor 275,Australia,"May 18, 2025",2011,PG,11 Seasons,"Adventure, Action, Animation",Description for title 3827
s3828,TV Show,Title 3828,Director 160,Actor 77,Canada,"November 01, 2019",1997,TV-Y7,119 min,"Action, Crime, Fantasy",Description for title 3828
s3829,Movie,Title 3829,Director 99,Actor 415,"Spain, Australia, South Korea","December 13, 2025",2022,TV-Y7,11 Seasons,"Sci-Fi, Action, Adventure",Description for title 3829
s3830,Movie,Title 3830,Director 188,Actor 443,"Canada, Netherlands, Turkey","October 14, 2022",1998,TV-Y7,14 Seasons,"Thriller, Documentary, Comedy",Description for title 3830
s3831,TV Show,Title 3831,Director 121,Actor 177,"India, Spain, United Kingdom","April 30, 2022",2011,PG,6 Seasons,Crime,Description for title 3831
s3832,TV Show,Title 3832,Director 89,Actor 26,Australia,"June 08, 2018",1998,PG-13,110 min,Sci-Fi,Description for title 3832
s3833,Movie,Title 3833,Director 131,Actor 119,"Australia, Spain, Canada","January 24, 2023",2020,PG,116 min,"Fantasy, Comedy",Description for title 3833
s3834,Movie,Title 3834,Director 13,Actor 280,"United Kingdom, Japan","December 10, 2022",2023,NC-17,120 min,"Animation, Documentary, Horror",Description for title 3834
s3835,Movie,Title 3835,Director 160,Actor 307,"Canada, Italy","September 17, 2023",1993,PG-13,124 min,"Action, Horror",Description for title 3835
s3836,TV Show,Title 3836,Director 149,Actor 195,"Spain, Italy","April 25, 2019",2003,TV-14,152 min,Comedy,Description for title 3836
s3837,Movie,Title 3837,Director 175,Actor 276,"Germany, Australia","May 11, 2023",1997,TV-Y,68 min,"Thriller, Animation, Sci-Fi",Description for title 3837
s3838,TV Show,Title 3838,Director 130,Actor 17,Turkey,"February 28, 2022",2011,TV-Y,177 min,Horror,Description for title 3838
s3839,TV Show,Title 3839,Director 84,Actor 294,"Japan, Netherlands","January 08, 2026",1995,TV-MA,162 min,"Comedy, Fantasy",Description for title 3839
s3840,Movie,Title 3840,Director 150,Actor 270,"Italy, Japan","July 26, 2023",2022,NC-17,116 min,"Sci-Fi, Crime, Thriller",Description for title 3840
s3841,Movie,Title 3841,Director 195,Actor 52,Netherlands,"September 26, 2025",2007,PG,12 Seasons,"Fantasy, Thriller",Description for title 3841
s3842,Movie,Title 3842,Director 20,Actor 293,"Australia, France, Canada","June 20, 2023",1997,TV-G,93 min,Comedy,Description for title 3842
s3843,Movie,Title 3843,Director 170,Actor 431,"Germany, Turkey","May 15, 2022",1996,TV-Y,151 min,"Documentary, Horror",Description for title 3843
s3844,Movie,Title 3844,Director 25,Actor 51,"United Kingdom, South Korea, Canada","January 21, 2022",2021,PG,11 Seasons,Romance,Description for title 3844
s3845,TV Show,Title 3845,Director 40,Actor 215,Germany,"December 13, 2023",1996,G,13 Seasons,"Crime, Romance, Horror",Description for title 3845
s3846,TV Show,Title 3846,Director 121,Actor 71,Mexico,"May 31, 2025",1999,TV-Y,108 min,"Comedy, Action",Description for title 3846
s3847,Movie,Title 3847,Director 37,Actor 27,"Canada, Netherlands","December 05, 2021",2020,PG,2 Seasons,"Comedy, Crime, Action",Description for title 3847
s3848,TV Show,Title 3848,Director 87,Actor 468,"Germany, Spain","August 23, 2024",2020,R,42 min,"Sci-Fi, Action",Description for title 3848
s3849,Movie,Title 3849,Director 10,Actor 399,Mexico,"March 08, 2024",1999,R,49 min,"Comedy, Animation, Documentary",Description for title 3849
s3850,Movie,Title 3850,Director 28,Actor 251,Australia,"May 08, 2021",2009,TV-PG,1 Seasons,"Horror, Romance",Description for title 3850
s3851,Movie,Title 3851,Director 59,Actor 373,"South Korea, Brazil","October 10, 2020",2018,TV-MA,4 Seasons,"Horror, Action, Comedy",Description for title 3851
s3852,Movie,Title 3852,Director 194,Actor 399,"South Korea, United Kingdom","April 21, 2019",2019,TV-14,61 min,"Romance, Sci-Fi",Description for title 3852
s3853,TV Show,Title 3853,Director 192,Actor 34,France,"October 08, 2020",2020,TV-14,106 min,"Horror, Crime",Description for title 3853
